Id,Predicted
0,58.07502817231866
1,59.754929994754605
2,41.261490158325714
3,61.942233335310696
4,38.00126834778031
5,41.058876068072614
6,54.004971495936275
7,55.52107170335429
8,48.99458842030371
9,43.980307707256216
10,37.18461760805503
11,34.017597669895736
12,23.952328489765986
13,15.556710077012138
14,36.06477235261404
15,40.47633590318165
16,44.93373826168697
17,51.0232894140113
18,44.26789284518718
19,48.052698977882876
20,44.033776924324485
21,24.069080776357012
22,52.995544448801354
23,53.659279946871784
24,33.964232542483195
25,48.80440758274307
26,34.00535847462775
27,44.43330611998735
28,59.99136193177118
29,46.73792206248882
30,27.558514814084877
31,46.98145518043467
32,41.99784230000585
33,53.96948973020335
34,35.980628488777825
35,46.47541871693588
36,69.13508464534382
37,58.03448691634546
38,47.127258462078366
39,29.07389460614595
40,36.398777075976284
41,36.0188429448598
42,47.08994331527216
43,20.986240525013226
44,53.01146861734821
45,62.54649004046081
46,54.98707540458151
47,26.949942710354858
48,40.4808616088841
49,54.01108758588127
50,31.039438696611278
51,40.983275733319076
52,26.995638267041016
53,54.888221238747334
54,46.58720336744864
55,41.010049245690894
56,73.75255993932684
57,48.996443059081706
58,18.718353014553305
59,32.79643880008432
60,48.04846986769032
61,52.98031818202366
62,45.992149019399115
63,40.11559946508919
64,40.64662693703935
65,50.16614715295592
66,54.16764500711655
67,50.089734938182325
68,44.4577836626564
69,51.976360923704284
70,38.001647200581516
71,41.46974142734635
72,52.46387372646986
73,41.08063713652175
74,32.98126202139199
75,67.01097095989522
76,62.96326173949476
77,37.23306874439846
78,50.375985405591045
79,52.029690488620275
80,53.48146637954373
81,58.986293875648926
82,43.3307162860499
83,50.96295261305646
84,54.88686451834421
85,23.543417569927357
86,54.001498748502414
87,57.21567960992195
88,41.34779807569355
89,56.92330820181563
90,38.05135539087511
91,54.62974523314679
92,60.661306273116836
93,58.99111333713796
94,48.047649932548985
95,42.065171355322356
96,42.00645215445452
97,41.49459421299563
98,40.02962947070054
99,52.611853487796296
100,32.97322791465359
101,42.948557728357045
102,28.97315455233774
103,35.02141689536621
104,52.17350766614925
105,28.98738939495422
106,57.5928254578391
107,44.538037095682384
108,38.49032778784324
109,46.53651783486599
110,65.04898756239437
111,49.47667412746585
112,60.94497283543068
113,48.97448479352788
114,46.00851068459272
115,48.791651217717536
116,38.957262864892975
117,55.15417516779769
118,41.008067152098754
119,57.993564325252194
120,32.966974069872734
121,52.60558362455778
122,55.382452871290745
123,50.59646124843134
124,43.97618432266935
125,48.10423680629687
126,43.9939655429986
127,73.95824858328493
128,47.27264264230428
129,54.62997297350124
130,37.515321793152964
131,58.977329667928316
132,48.48877298118797
133,31.509185475670233
134,45.40475702561487
135,35.88830383983549
136,51.99646856755083
137,56.71513100211275
138,59.90451439239669
139,47.95034629986923
140,54.857635515382356
141,42.30469963848407
142,17.086461502451407
143,43.12412566357291
144,53.98995051943232
145,23.776993696615058
146,47.998705701297254
147,55.0207791864187
148,49.03346655568692
149,53.97899003857164
150,38.244987801473904
151,31.95583830127942
152,30.974751300917962
153,35.05740286828177
154,49.72766861452324
155,45.9886018777134
156,49.564255916419654
157,46.27390033556338
158,38.88937480929399
159,37.24539305642511
160,26.03895625439163
161,35.99405706627365
162,62.961340286366905
163,39.967873015088664
164,51.036294209724886
165,54.59203543556644
166,35.113070845343685
167,51.72804247748831
168,47.08809979339613
169,36.80746014589306
170,24.041776794326083
171,39.0992904314826
172,53.19638012396772
173,48.78570095040247
174,59.52047169085294
175,59.9719422805099
176,48.91314463438853
177,41.49636022485936
178,36.9983218521731
179,34.29954148454901
180,39.99901997710958
181,41.00091700362196
182,30.80147365221196
183,38.01104292556319
184,50.002000131032304
185,58.83061187223607
186,45.98948860251202
187,46.823616571961004
188,25.591171965362356
189,58.96955989464546
190,28.042923595030366
191,59.07687281560031
192,34.54224749391125
193,42.96501927126651
194,57.99056125173596
195,47.006689571907415
196,34.68667897098182
197,49.91593279585783
198,30.99357604625787
199,55.14061707309796
200,62.97237893837054
201,54.01917003684787
202,60.58661400433711
203,43.50961985404318
204,63.231596176245375
205,58.99006576187738
206,39.96043650746834
207,26.002951061739513
208,26.175628927257495
209,24.032851032790116
210,44.93380457130364
211,61.16226362859008
212,39.999642605344135
213,56.73858407940571
214,45.999718647393266
215,42.504681821918176
216,68.62655017383216
217,42.44828693621223
218,52.23354719837008
219,43.1516113515618
220,57.52485442941479
221,45.99679122845996
222,30.987950407322565
223,33.02273742673326
224,29.022227395460458
225,47.018142636090325
226,31.72408940516616
227,45.01640593361937
228,47.929122382485374
229,46.986705232744654
230,29.858680468720593
231,42.141796145059516
232,52.886189818492724
233,29.24989583968142
234,43.27500844667099
235,38.16251179857309
236,36.445804732782165
237,41.02142078865999
238,40.04503605646495
239,27.012951723477848
240,47.98273798752548
241,37.175805263283195
242,34.69960376186559
243,43.02218148598754
244,42.02835441695914
245,68.18397920153903
246,69.03109749902501
247,45.5488783079086
248,62.33734333938979
249,60.99958696077648
250,56.38489448081741
251,34.30072837918762
252,47.98711237529888
253,51.01016489828867
254,59.342835807273616
255,56.00378455204412
256,39.41726522612815
257,53.749312794677884
258,51.99792595258688
259,48.93686465337708
260,30.925575964623526
261,51.154558685920925
262,50.990304253724446
263,31.029470891084827
264,41.992084239721486
265,47.9602749088794
266,57.972081661937644
267,46.03165962870306
268,53.03166600229784
269,48.954289227426855
270,53.910332057962584
271,47.010547465611594
272,49.66218592921671
273,49.437007141179755
274,41.10048449002099
275,56.022470999556674
276,40.737138893045184
277,54.93800006865836
278,61.58370787615959
279,59.65844428709691
280,60.96510460808436
281,61.809225107117186
282,51.9371073064019
283,36.829219192328125
284,53.97854566569686
285,62.04356054256525
286,18.668784629994718
287,23.96794741212114
288,27.04266036712577
289,40.009237416789425
290,55.685356158566314
291,72.98951213964322
292,42.029563452359184
293,36.060113835629565
294,46.97174803509943
295,62.09823408285381
296,38.74900624219254
297,73.01483294103653
298,65.65054998013791
299,42.01771818482749
300,56.29799865176928
301,39.04658834451071
302,49.058993349238456
303,57.52036214182695
304,40.980034879335385
305,48.02290448630804
306,53.0018574104439
307,51.36852140890716
308,30.479267927028072
309,64.00437329901612
310,54.81697086706694
311,56.04868180949225
312,51.05269428386722
313,41.01720307052844
314,56.30510465515213
315,40.52107221327224
316,39.72048929540666
317,63.92624071852971
318,49.100398310958056
319,35.97433790905523
320,51.75714741149801
321,52.975771659452874
322,49.124231375959425
323,53.94617752401769
324,42.39486470901421
325,33.023906313576624
326,37.01788724648963
327,34.69609559789139
328,39.95999309209053
329,56.08095240691503
330,42.55014933926963
331,46.00694818720601
332,59.99092376752586
333,43.85156953789122
334,56.32679681850122
335,58.998988230090106
336,44.04869003352325
337,39.024734563799264
338,50.0095599587222
339,46.38658606543761
340,30.01191818021899
341,61.027384279018776
342,63.77084150943891
343,52.982712313653195
344,53.03055859007965
345,63.97208069446644
346,47.98153725456493
347,45.82855498675087
348,45.99574016499165
349,60.003905252916
350,35.88830383983549
351,57.949454093060204
352,46.291665098841285
353,33.074371664971935
354,52.98031818202366
355,37.77904569422263
356,33.97408905269366
357,59.833064549768096
